"","X.Bacteroides..pectinophilus.group","X.Clostridium..innocuum.group","X.Eubacterium..brachy.group","X.Eubacterium..eligens.group","X.Eubacterium..fissicatena.group","X.Eubacterium..hallii.group","X.Eubacterium..nodatum.group","X.Eubacterium..oxidoreducens.group","X.Eubacterium..ruminantium.group","X.Eubacterium..siraeum.group","X.Eubacterium..ventriosum.group","X.Eubacterium..xylanophilum.group","X.Ruminococcus..gauvreauii.group","X.Ruminococcus..gnavus.group","X.Ruminococcus..torques.group","Acetanaerobacterium","Acetitomaculum","Acidaminococcus","Acidipropionibacterium","Acinetobacter","Actinomyces","Actinotignum","Adlercreutzia","Aerosphaera","Agathobacter","Akkermansia","Alistipes","Allisonella","Alloprevotella","Alloscardovia","Anaerococcus","Anaerofilum","Anaerofustis","Anaeroglobus","Anaeroplasma","Anaerosporobacter","Anaerostignum","Anaerostipes","Anaerotruncus","Anaerovorax","Angelakisella","Aquamonas","Asaccharobacter","Asaccharospora","Asteroleplasma","Atopobium","Bacillus","Bacteroides","Barnesiella","Bifidobacterium","Bilophila","Blautia","Brevibacterium","Burkholderia.Caballeronia.Paraburkholderia","Butyricicoccus","Butyricimonas","Butyrivibrio","CAG.352","CAG.56","CAG.873","Caldicoprobacter","Campylobacter","Candidatus.Soleaferrea","Candidatus.Stoquefichus","Caproiciproducens","Carnobacterium","Catabacter","Catenibacillus","Catenibacterium","Catenisphaera","CHKCI001","CHKCI002","Christensenella","Christensenellaceae.R.7.group","Citrobacter","Cloacibacillus","Clostridium.sensu.stricto.1","Clostridium.sensu.stricto.3","Colidextribacter","Collinsella","Conservatibacter","Coprobacillus","Coprobacter","Coprococcus","Coriobacteriaceae.UCG.002","Coriobacteriaceae.UCG.003","Corynebacterium","Cuneatibacter","Cutibacterium","Defluviitaleaceae.UCG.011","Delftia","Desulfovibrio","Dialister","Dielma","DNF00809","Dorea","DTU089","Eggerthella","Eisenbergiella","Elusimicrobium","Enorma","Enterobacter","Enterococcus","Enterorhabdus","Enteroscipio","Epulopiscium","Erysipelatoclostridium","Erysipelotrichaceae.UCG.003","Erysipelotrichaceae.UCG.006","Escherichia.Shigella","Eubacterium","Ezakiella","F0332","Faecalibacterium","Faecalicoccus","Faecalitalea","Family.XIII.AD3011.group","Family.XIII.UCG.001","Fastidiosipila","FD2005","Fenollaria","Finegoldia","Flavonifractor","Fournierella","Frisingicoccus","Fusicatenibacter","Fusobacterium","Gallicola","Gardnerella","GCA.900066575","GCA.900066755","Gemella","Gordonibacter","Granulicatella","Haemophilus","Hafnia.Obesumbacterium","Harryflintia","Holdemanella","Holdemania","Howardella","HT002","Hungatella","Intestinibacter","Intestinimonas","Jonquetella","Kandleria","Klebsiella","Lachnoclostridium","Lachnospira","Lachnospiraceae.AC2044.group","Lachnospiraceae.FCS020.group","Lachnospiraceae.FE2018.group","Lachnospiraceae.NC2004.group","Lachnospiraceae.ND3007.group","Lachnospiraceae.NK4A136.group","Lachnospiraceae.NK4B4.group","Lachnospiraceae.UCG.001","Lachnospiraceae.UCG.003","Lachnospiraceae.UCG.004","Lachnospiraceae.UCG.008","Lachnospiraceae.UCG.009","Lachnospiraceae.UCG.010","Lachnotalea","Lacticaseibacillus","Lactiplantibacillus","Lactobacillus","Lactococcus","Lactonifactor","Latilactobacillus","Lawsonella","Lentilactobacillus","Leuconostoc","Libanicoccus","Ligilactobacillus","Limosilactobacillus","Lysinibacillus","Mailhella","Marvinbryantia","Megamonas","Megasphaera","Merdibacter","Methanobrevibacter","Methanomassiliicoccus","Methanosphaera","Microbacterium","Mitsuokella","Mobiluncus","Mogibacterium","Monoglobus","Morganella","Murdochiella","Murimonas","Negativibacillus","Negativicoccus","NK4A214.group","Oceanobacillus","Odoribacter","Olsenella","Oribacterium","Oscillibacter","Oscillospira","Oxalobacter","Paenibacillus","Paludicola","Papillibacter","Parabacteroides","Paraprevotella","Parasporobacterium","Parasutterella","Parvibacter","Parvimonas","Pediococcus","Peptococcus","Peptoniphilus","Peptostreptococcus","Phascolarctobacterium","Phocea","Pluralibacter","Porphyromonas","Prevotella","Prevotella_7","Prevotella_9","Prevotellaceae.Ga6A1.group","Prevotellaceae.NK3B31.group","Prevotellaceae.UCG.001","Prevotellaceae.UCG.003","Propionibacterium","Proteus","Pseudoclavibacter","Pseudoflavonifractor","Pseudomonas","Pseudoscardovia","Pseudoxanthomonas","Pygmaiobacter","Pyramidobacter","Ralstonia","Raoultella","Raoultibacter","Rikenella","Rikenellaceae.RC9.gut.group","Romboutsia","Roseburia","Rothia","Ruminiclostridium","Ruminococcus","S5.A14a","Sanguibacteroides","Scardovia","Sellimonas","Senegalimassilia","Shuttleworthia","Slackia","Solibacillus","Solobacterium","Staphylococcus","Stenotrophomonas","Streptococcus","Streptomyces","Subdoligranulum","Sutterella","Synergistes","Terrisporobacter","TM7x","Turicibacter","Tuzzerella","Tyzzerella","UBA1819","UC5.1.2E3","UCG.002","UCG.003","UCG.004","UCG.005","UCG.007","UCG.008","UCG.009","V9D2013.group","Varibaculum","Veillonella","Victivallis","W5053","Weissella","status"
"SRR18064221",0,16,0,424,0,522,9,3,0,22,13,150,0,0,125,0,0,0,0,0,0,0,136,0,691,732,1324,0,0,0,0,3,6,0,0,0,0,853,0,0,0,0,0,5,0,0,0,12267,1315,858,0,1624,0,0,1020,334,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,335,0,0,395,0,0,426,0,0,105,49,0,0,0,0,0,8,0,8,0,6,0,0,10,0,13,0,0,0,0,28,0,0,32,114,0,0,0,0,0,1463,0,2,50,40,0,0,0,0,17,0,24,111,0,0,0,16,0,0,0,0,4,0,0,0,19,76,0,16,296,53,0,0,0,107,119,2,8,0,5,0,53,61,133,20,18,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,98,0,148,0,163,0,0,55,0,9,0,19,3,943,0,0,218,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,6,0,468,300,0,0,1045,0,0,0,51,0,40,0,0,0,0,0,35,0,943,0,0,306,0,169,0,0,10,28,536,0,0,46,0,24,10,0,0,22,0,0,0,"PD"
"SRR18064224",0,9,0,268,0,361,0,9,0,33,13,93,131,8,276,0,0,0,0,0,0,0,226,0,440,3736,2308,0,0,0,0,0,2,0,0,0,0,1707,5,0,0,0,3,0,0,0,0,12705,2942,1188,9,1370,0,0,189,150,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,6,779,38,0,958,0,108,358,0,0,117,1191,0,0,0,0,0,21,0,15,0,3,0,493,9,14,0,0,0,0,10,0,0,53,35,789,0,135,0,0,0,1542,0,0,89,39,0,0,0,6,15,21,67,402,0,0,0,0,0,4,0,0,68,0,6,1034,12,50,0,0,465,20,0,0,0,0,64,0,12,0,0,40,175,0,97,57,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,142,0,0,0,26,0,497,0,134,0,0,47,6,26,0,0,0,567,8,0,183,0,0,0,0,2,0,606,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,184,268,0,0,1320,0,0,0,0,0,0,0,0,0,0,0,399,0,12,0,0,46,0,245,0,0,18,0,1432,193,0,233,3,0,32,0,0,142,0,0,0,"PD"
"SRR18064226",0,19,16,143,25,1364,3,6,0,181,42,132,272,42,123,0,0,0,0,0,0,0,189,0,125,1826,3653,0,0,0,0,0,4,0,0,0,0,1483,46,0,0,0,3,2,0,0,0,4662,693,6,98,2451,0,0,332,121,0,0,83,0,0,0,5,0,8,0,0,18,0,0,0,0,0,1160,0,0,47,0,139,1282,0,0,52,2606,0,0,0,0,0,7,0,675,2,6,13,444,21,19,7,0,0,18,4,166,0,0,11,476,0,71,0,0,0,3172,0,0,45,38,0,0,0,0,22,0,0,742,3,0,0,37,0,2,0,0,0,0,0,0,18,0,0,0,51,38,0,0,74,453,105,0,30,0,8,64,131,0,41,17,2,3,0,0,0,19,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,56,214,0,0,0,0,0,0,199,0,0,0,204,0,1611,0,238,0,0,98,2,22,0,25,0,2245,0,3,281,0,0,0,9,0,0,1185,0,0,0,0,0,0,0,1718,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,58,627,0,0,340,0,0,0,7,39,23,0,0,0,0,0,95,0,528,156,0,0,0,97,9,0,10,0,736,0,0,198,12,4,2,0,0,0,0,0,0,"PD"
"SRR18064227",0,15,11,424,12,401,0,3,0,16,17,21,32,38,958,0,0,0,0,0,0,0,67,0,0,2274,2882,0,0,0,0,0,3,0,0,0,0,163,60,0,0,0,0,0,0,0,0,6710,531,0,26,198,0,0,89,126,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,2,549,6,0,12,0,131,450,0,5,33,7,0,0,0,0,0,20,0,612,0,0,9,0,22,13,7,0,0,0,0,106,0,0,3,63,0,0,5,0,0,258,0,0,72,16,0,0,0,0,49,0,174,49,0,0,0,8,0,0,0,0,0,0,0,0,20,0,0,0,0,41,0,0,0,242,16,0,6,0,0,22,40,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,31,112,0,0,0,0,0,0,0,0,0,0,337,0,468,0,269,0,0,119,0,7,0,23,4,2234,0,3,36,0,0,0,0,0,0,163,0,0,0,0,0,0,0,957,0,0,0,0,0,0,0,0,0,13,0,0,0,5,0,0,144,219,0,8,995,0,0,0,16,73,19,0,0,0,0,0,393,0,372,238,16,0,0,7,35,0,38,0,1147,0,0,139,0,0,3,0,0,0,4,0,0,"PD"
"SRR18064231",0,30,22,0,0,1650,8,12,0,157,141,16,82,0,715,0,0,0,0,0,0,0,110,0,556,5293,1464,0,0,0,0,0,11,0,0,0,0,2409,38,0,0,0,0,0,0,0,0,4509,1443,0,28,2988,0,0,285,136,24,0,103,0,0,0,14,0,0,0,0,24,0,0,0,0,6,1280,0,90,242,0,116,1641,0,128,3,0,0,0,0,0,0,0,0,333,0,6,5,354,0,8,10,0,0,0,0,166,0,0,9,871,0,3,17,0,0,1017,0,0,161,39,0,0,0,0,18,0,71,333,0,0,0,25,9,0,0,0,0,0,7,0,12,0,0,0,106,129,0,0,0,346,12,0,29,0,9,224,147,0,22,0,5,7,0,0,0,0,0,0,3,0,0,0,0,14,0,0,0,0,32,329,0,0,31,411,0,0,0,0,0,0,53,0,0,2,208,0,1086,0,57,0,0,82,95,39,0,14,3,558,4,0,19,0,0,0,0,0,0,579,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,309,1126,0,44,617,0,0,0,29,88,19,0,0,0,0,0,632,0,627,29,0,0,0,0,7,0,69,0,918,0,0,383,9,0,4,0,0,0,0,0,0,"PD"
"SRR18064233",0,90,22,0,0,934,47,0,0,0,125,0,76,0,291,0,0,0,0,0,5,0,51,0,343,2644,1303,0,0,0,0,4,5,0,0,0,0,167,62,0,0,0,0,2,0,0,0,9653,267,9,166,2260,0,0,9,137,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,18,706,0,11,253,0,4,6,0,0,11,345,0,0,0,0,0,4,0,0,0,0,0,271,0,11,0,0,0,0,0,0,0,0,0,1399,0,6,0,0,0,636,0,377,53,28,0,0,0,0,11,2,0,363,0,0,0,0,0,0,12,0,0,0,0,0,28,0,0,0,123,73,0,0,0,244,18,0,0,0,11,123,318,0,63,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,124,0,0,0,49,0,683,0,288,3,0,174,0,31,0,30,0,472,1267,2,6,0,0,0,0,0,0,1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,69,0,0,956,0,0,0,0,0,0,41,0,0,0,0,146,0,1392,61,0,0,0,0,0,0,15,0,850,0,0,79,0,0,7,0,0,0,0,0,0,"PD"
"SRR18064234",0,200,0,0,13,15,208,0,0,0,0,0,53,22,21,0,0,0,0,0,49,0,270,0,0,0,1590,0,0,0,0,0,4,0,0,0,0,112,0,0,3,0,2,0,0,0,0,8572,804,9,92,4466,0,0,97,34,0,5,120,0,0,0,15,0,0,0,0,0,0,0,0,12,16,72,0,0,0,0,6,12,0,0,31,165,0,0,0,0,0,0,0,3,6,7,0,465,0,0,0,0,0,0,34,0,0,0,263,1046,0,11,0,0,0,1572,0,652,42,0,0,0,0,0,74,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,12,102,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,8,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,4,0,402,0,0,72,0,34,0,7,9,402,583,0,6,0,0,0,0,0,0,1114,13,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,9,160,0,0,0,0,2,0,0,0,0,170,0,0,0,0,282,0,554,70,0,7,3,0,0,0,81,0,26,0,0,0,0,0,0,0,0,9,0,0,0,"PD"
"SRR18064237",0,0,0,207,0,473,0,0,0,10,18,69,120,0,143,0,0,0,0,0,3,0,8,0,436,10,357,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,17,0,0,4676,159,0,28,733,0,0,171,14,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431,0,0,155,0,77,415,0,0,28,174,0,0,0,0,0,0,0,185,0,0,0,257,0,0,0,0,0,0,0,8,0,0,0,181,0,15,0,0,0,3129,0,0,10,9,0,0,0,0,0,0,0,132,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,17,0,134,0,21,204,934,15,91,49,70,0,0,81,0,0,0,0,39,0,0,0,0,8,0,0,0,0,0,18,0,0,0,31,0,0,0,0,0,0,151,0,0,0,43,0,151,0,75,0,0,6,4,0,0,0,0,563,1027,0,418,0,0,0,0,0,0,631,0,0,0,0,539,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2487,21,905,0,0,962,0,0,0,0,22,9,11,0,0,0,0,40,0,217,294,0,0,0,0,0,0,0,0,324,88,0,57,0,0,0,0,0,28,0,0,0,"Control"
"SRR18064239",0,78,47,0,23,1908,30,6,0,299,77,68,334,327,2189,0,0,0,0,0,18,0,270,0,270,0,4653,15,0,0,0,27,0,0,0,0,0,546,30,0,0,0,7,0,0,0,0,13847,1252,220,108,3285,0,0,1108,131,0,3,0,0,0,0,16,0,0,0,4,0,0,0,0,0,6,529,0,101,307,0,195,1657,0,0,48,432,0,0,0,0,0,38,0,2,0,0,0,1880,46,8,18,0,6,0,0,0,0,11,31,123,0,740,0,0,0,2463,0,0,122,151,0,0,0,0,43,14,296,757,0,0,0,26,0,0,20,0,0,0,5,0,50,0,154,0,558,110,0,0,0,395,4,0,60,0,0,28,243,0,41,0,9,0,0,15,0,32,33,52,50,0,0,0,0,0,0,0,23,0,0,133,0,0,16,297,0,0,0,0,0,0,175,0,0,0,387,0,229,0,497,0,0,162,41,34,0,24,0,3194,0,0,210,0,0,0,17,0,0,618,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,472,4,0,2560,0,0,0,0,0,6,0,0,0,0,0,521,0,2254,0,0,47,0,118,0,50,66,0,1074,0,0,260,4,0,9,8,0,0,0,0,0,"PD"
"SRR18064240",0,0,0,162,0,703,3,3,52,0,46,33,148,0,207,0,0,0,0,0,0,0,0,0,768,14,598,0,0,0,0,2,0,0,0,0,0,641,0,0,0,0,0,0,21,0,0,6128,519,6,31,1395,0,0,270,150,0,0,277,0,2,0,2,0,3,0,0,0,0,0,0,0,5,758,0,0,132,0,11,653,0,0,40,210,0,0,0,0,0,0,0,190,0,0,0,223,0,0,0,0,0,0,0,16,0,0,0,331,0,0,0,0,0,4056,0,0,34,0,0,19,0,0,0,0,0,295,0,0,0,22,0,0,0,0,4,0,0,0,8,0,0,0,0,7,0,0,0,94,28,0,132,0,0,108,946,0,144,0,23,0,0,76,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,63,0,0,0,56,0,0,0,0,0,0,144,0,0,0,0,0,121,0,102,0,0,6,0,15,0,0,0,495,1517,0,235,6,0,0,3,0,0,1118,2,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4402,56,818,0,0,467,0,0,0,0,35,47,4,0,0,0,0,4,0,330,72,0,0,2,0,0,0,0,0,506,46,4,442,0,0,0,0,0,21,0,0,0,"Control"
"SRR18064241",0,7,0,56,0,855,0,0,0,53,0,96,87,0,52,0,0,0,0,0,4,0,96,0,886,34,56,7,611,0,0,0,0,0,0,0,0,350,3,0,0,11,0,0,0,0,0,321,8,11,7,2032,0,0,231,13,0,0,7,0,0,0,0,0,0,0,0,0,1555,0,0,0,0,1026,0,8,264,0,55,526,0,0,0,381,0,0,0,0,0,0,0,19,0,0,0,862,0,26,0,0,0,0,5,28,0,0,0,0,0,5028,2,0,0,1584,0,0,91,5,0,0,0,0,0,0,0,86,6,0,0,19,0,0,4,0,0,0,0,324,4,0,74,0,0,213,0,0,42,103,31,9,41,0,11,218,1135,0,68,0,10,5,0,0,0,0,0,19,0,0,0,0,0,0,0,137,1732,0,0,207,0,0,0,199,0,0,0,0,0,0,31,0,0,0,0,0,465,0,61,0,0,6,0,10,0,0,0,68,2,0,0,0,2,0,0,0,0,576,0,0,0,117,146,3075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529,0,180,0,0,125,0,0,0,0,0,0,38,0,320,0,0,179,0,767,12,0,0,0,0,0,0,0,0,628,13,0,148,0,0,0,0,0,700,0,0,0,"PD"
"SRR18064242",0,4,0,0,0,715,0,6,0,11,0,55,120,0,21,0,0,0,0,0,0,0,0,0,573,31,72,0,981,0,0,0,2,0,0,0,0,629,5,0,0,0,0,0,8,0,0,231,0,0,8,772,0,0,183,13,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,2913,26,12,0,0,195,184,0,0,0,376,0,0,0,0,0,0,0,46,0,0,0,390,0,49,0,0,0,0,7,40,0,0,0,0,0,1229,0,0,0,1233,0,0,179,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,24,0,0,120,0,0,467,0,0,996,91,56,8,68,0,10,66,258,0,0,0,5,2,0,7,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,521,0,0,0,393,0,0,0,0,0,0,13,0,0,0,0,0,349,0,6,0,0,17,0,0,0,0,6,56,0,0,0,0,0,0,0,0,0,1189,0,0,0,144,99,2661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,7,356,0,0,120,0,0,0,0,0,0,0,0,37,0,0,361,0,148,0,13,0,0,0,7,0,6,0,394,15,0,537,0,0,0,0,0,264,0,0,0,"PD"
"SRR18064243",0,0,0,0,0,616,0,3,0,258,0,28,129,0,99,0,0,0,0,0,14,0,19,0,742,0,86,57,2086,0,0,0,0,0,0,0,0,214,0,0,0,24,0,0,8,0,0,1194,0,10,14,2343,0,0,224,14,0,0,15,0,0,0,0,0,0,0,2,0,809,0,0,0,0,250,0,0,396,0,28,469,0,0,0,515,0,0,0,0,0,0,0,0,0,0,0,793,0,24,0,0,0,194,0,11,0,0,0,0,0,4109,0,0,0,2065,0,0,34,5,0,0,0,0,5,0,0,78,3,0,0,6,0,3,0,5,70,0,0,194,4,0,2063,0,0,191,0,0,752,162,110,25,76,0,5,112,381,0,0,0,32,0,0,63,0,0,0,9,7,0,0,0,0,0,0,137,49,0,4,119,0,0,0,23,0,0,0,0,0,0,5,0,0,0,16,0,55,0,63,0,0,0,0,6,0,0,0,123,0,0,0,0,0,0,0,0,0,774,0,0,0,717,305,6211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,915,0,293,7,0,203,0,0,0,0,0,0,22,0,165,0,0,7118,0,300,92,0,0,0,0,0,0,0,0,172,12,0,25,0,0,0,0,0,924,0,0,0,"PD"
"SRR18064244",0,44,10,43,6,671,0,11,0,22,0,16,11,133,708,6,0,58,0,0,0,0,203,0,0,1082,3727,0,0,0,0,6,2,0,0,0,0,380,13,0,0,0,0,0,0,0,0,6126,376,123,18,1226,0,0,121,158,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,780,0,23,71,0,256,480,0,0,0,221,0,0,0,7,0,13,0,96,0,29,0,89,14,30,22,0,0,0,0,0,0,0,280,1999,0,381,0,0,0,359,34,32,50,48,0,0,0,0,17,26,144,40,247,0,0,8,0,0,0,0,0,0,0,0,31,0,0,44,482,30,0,0,0,301,6,0,11,0,5,0,13,0,0,0,7,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,19,0,0,0,0,0,0,48,0,0,0,93,0,80,0,228,0,0,48,3,0,0,16,0,824,0,0,0,0,0,0,7,0,0,456,0,0,0,54,0,0,0,0,298,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,13,284,0,0,693,0,0,0,0,0,24,0,0,0,0,0,12,0,145,78,0,9,0,174,0,0,196,9,2615,0,0,315,0,0,5,0,0,3,0,0,0,"Control"
"SRR18064245",0,16,32,0,0,1041,28,8,0,22,0,41,185,91,1183,0,0,38,0,0,16,0,428,0,65,15,815,0,0,0,0,24,0,0,0,0,0,284,10,0,0,0,14,0,2,0,0,7277,196,31,8,4636,0,0,146,37,0,0,0,0,0,0,13,0,0,0,0,22,0,0,0,24,11,722,0,8,65,0,326,964,0,0,2,160,0,0,0,0,0,12,0,0,0,14,0,105,19,45,56,0,0,0,0,0,0,0,956,28,0,58,5,0,0,120,0,23,111,55,0,0,0,0,65,0,196,359,26,0,0,7,0,0,0,0,0,0,0,0,34,0,0,9,0,31,0,0,0,496,57,0,18,0,14,10,90,0,0,0,26,0,0,7,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,41,0,0,99,5,0,0,0,0,0,0,42,0,0,3,520,0,60,0,39,0,0,225,9,0,0,17,12,167,0,0,0,0,0,0,18,2,0,551,5,0,0,0,0,0,0,0,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,548,0,0,880,0,0,0,0,0,0,0,0,0,0,0,159,0,840,2,0,56,0,173,0,0,75,17,353,0,0,70,0,9,0,0,0,0,0,0,0,"Control"
"SRR18064246",0,328,34,0,0,248,7,0,0,16,0,106,51,346,876,0,0,1022,0,0,0,0,153,0,218,0,747,0,0,0,0,2,0,0,0,0,0,317,11,0,0,0,0,5,0,0,0,10304,510,35,32,3749,0,0,308,17,0,0,0,0,0,0,11,0,0,0,0,2,0,0,0,21,0,746,0,18,282,0,307,1890,0,0,7,833,0,0,0,0,0,5,0,0,0,36,0,191,74,16,34,0,0,0,0,0,0,0,495,0,0,132,17,0,0,749,38,0,61,42,0,0,0,0,29,18,169,556,47,0,0,4,0,0,0,0,0,0,0,0,79,0,0,13,962,23,0,0,8,433,17,0,0,0,2,0,37,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,49,191,6,0,0,0,0,0,0,2,0,0,0,349,0,0,0,51,0,0,47,23,0,0,23,0,452,0,0,0,0,0,0,5,2,0,479,6,0,0,2,0,0,0,0,941,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1287,110,0,0,2441,0,0,0,93,0,9,0,0,0,0,0,101,0,1812,60,0,275,0,156,0,0,28,12,200,0,0,58,0,2,0,0,0,0,0,0,0,"Control"
"SRR18064247",0,19,6,422,0,819,0,11,0,213,23,191,0,0,152,0,0,0,0,0,0,0,59,0,78,206,1931,0,0,0,0,0,0,0,0,0,0,706,0,0,3,0,0,0,0,0,0,13513,240,1817,161,2782,0,0,55,359,0,1100,268,0,0,0,11,0,0,0,0,0,0,0,0,0,6,860,0,0,0,0,197,0,0,0,149,1461,0,0,2,0,0,0,0,0,0,7,0,200,6,47,15,0,0,0,0,3,0,0,114,629,0,0,0,0,0,8022,0,0,18,22,0,0,0,0,13,0,0,228,0,0,0,14,0,0,20,0,0,0,0,0,0,38,2,0,0,128,0,0,0,176,17,0,23,0,11,0,685,0,70,0,97,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,361,0,346,0,0,98,0,15,0,0,0,1140,0,0,182,0,0,0,0,0,0,974,0,0,0,0,0,0,0,5850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,171,0,0,226,0,0,0,3,0,8,94,0,0,0,0,37,0,737,0,0,0,0,0,0,0,17,0,2314,0,65,1296,4,0,0,0,0,14,0,0,0,"PD"
"SRR18064248",0,8,0,267,0,514,0,7,0,630,0,121,0,0,48,0,0,0,0,0,0,0,12,0,446,2684,819,0,0,0,0,0,0,0,0,0,0,1244,0,0,0,0,3,0,0,0,0,16526,179,720,84,2033,0,0,177,89,0,279,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,192,0,4,6,0,16,6,0,0,273,344,0,0,0,0,0,0,0,0,0,0,0,152,6,49,74,0,0,0,0,0,0,0,19,275,0,54,0,0,0,1934,0,0,21,24,0,0,0,0,16,0,0,320,0,0,0,0,0,0,8,0,10,0,0,3,13,19,0,0,17,264,0,0,0,100,140,0,0,0,0,12,216,0,20,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,61,0,310,0,0,39,21,0,0,73,0,377,0,4,61,0,0,0,0,0,0,787,0,0,0,0,0,0,0,724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,337,0,0,0,0,0,0,0,0,0,0,0,26,0,477,0,0,0,0,7,0,0,7,0,926,13,32,187,0,0,0,0,0,4,0,0,0,"PD"
"SRR18064249",0,10,0,0,0,704,8,3,0,64,10,52,0,0,78,0,0,0,0,0,0,0,61,0,1459,1089,637,0,0,0,0,0,0,0,0,0,0,1761,7,0,0,0,0,0,0,0,0,10994,167,1037,122,2805,0,0,166,55,0,1700,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,212,0,0,3,0,89,30,0,2,246,3002,0,0,0,0,0,0,0,0,3,0,0,274,0,124,19,0,0,0,0,0,0,0,10,404,0,11,0,0,0,3583,0,0,30,24,0,0,0,0,27,0,0,237,0,0,0,24,0,0,0,0,0,0,0,0,18,24,0,0,20,114,0,0,25,120,134,0,0,0,8,0,498,0,91,0,33,0,0,32,0,17,0,0,5,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,83,0,0,3,0,0,95,0,296,0,0,58,15,0,0,9,0,705,0,0,242,0,0,0,0,0,0,205,0,0,0,0,0,0,0,2747,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,67,178,0,0,773,0,2,0,0,0,0,0,0,0,0,0,406,0,1122,0,0,0,0,0,0,0,14,0,790,13,13,39,0,0,10,0,0,13,0,0,0,"PD"
